filename;class;area;convex_area;eccentricity;filled_area;perimeter;solidity;extent;orientation;hu0;hu1;hu2;hu3;hu4;hu5;hu6
0050f38b3.png;Black-grass;1374;2126;0.9989026931795002;1374;406.936074863071;0.6462841015992474;0.18174603174603174;0.17533871547176208;2.0809462819275844;4.292510735084034;0.007017366821459689;0.007080758448679337;4.991184933114608e-05;0.014353796805053796;-1.8848812132083785e-07
0183fdf68.png;Black-grass;7314;32867;0.9733548901978767;7314;1140.589970519733;0.2225332400279916;0.07475775788053478;-1.1036924153528833;2.0017417527760806;3.24631393603038;1.773593110399336;0.48770004487543184;0.377070445652441;0.11221715422683731;0.2521009085581968
0260cffa8.png;Black-grass;29013;139970;0.9960597160959318;29014;3753.398554046444;0.20728013145674073;0.03960602833974936;-0.7721529617030798;3.358590079674607;10.930769660191803;1.340823586483087;1.0549934361139701;1.2537563335415538;3.4228202519762894;-0.05016174706319887
05eedce4d.png;Black-grass;854;1173;0.9974925201427052;854;259.1787155501902;0.7280477408354646;0.1433126363483806;-1.0512336712309802;1.2893680220058745;1.62949398706973;0.0023663650477432708;0.00132510971984842;2.3107036617368867e-06;0.0014111709827508995;4.0824250952170655e-07
075d004bc.png;Black-grass;7745;27532;0.9939648981499701;7745;1226.9158723275373;0.2813090222286794;0.07212702551685603;1.2415586723610994;2.4698492773729988;5.813465160490299;0.3083850028867854;0.4361633809168645;0.15961711838749854;1.043687757347483;-0.010518612393864729
078eae073.png;Black-grass;9163;28392;0.9995565881694707;9163;2286.099638511611;0.3227317554240631;0.04656279854462671;-0.15585365437912904;9.732493438404681;94.38609310525379;7.418709143912191;3.3625334779117644;16.06801279785943;22.6039188339582;-4.885726448120031
082314602.png;Black-grass;2330;6222;0.9967648568397177;2330;602.1625176280137;0.37447765991642556;0.06566154713259123;-0.5910569356174733;2.7610883063673612;7.429140643771235;0.8552366810704012;0.30483018592801564;0.13864133601505582;0.4559175020526437;-0.07073458662060647
0ace21089.png;Black-grass;88489;946517;0.926714514331227;89960;12400.861392167317;0.09348907626593078;0.059154513415371125;0.1305524991383785;3.1492925048059712;5.616763972956136;10.65150471885222;5.449765262142332;41.51776864562513;12.80079160228705;0.5504887420902147
0b228a6b8.png;Black-grass;13861;65898;0.9051903118899721;13861;2358.3901858822323;0.21034022276852105;0.08205659483779304;0.45408266568192435;1.4693142972825448;1.03982678734293;2.55469539909482;0.938244510650314;1.4476515802111778;0.6375223314857791;-0.11969988797895623
0b3e7a7a9.png;Black-grass;3046;7190;0.9983049604383208;3046;770.8843430349617;0.42364394993045895;0.1054125138427464;-1.3404936737932356;3.3650243616969258;11.171004416368852;0.416682218561501;0.21759516676019203;0.06412896455645638;0.5776070835131888;-0.013431119733221319
0bb75ded8.png;Black-grass;66232;1059086;0.8988104191894749;73519;10665.595051945586;0.06253694223132021;0.03661087403542132;0.09140241273195072;3.5388986051133484;5.751143914273495;24.498856392196892;3.426606666423563;23.554913135815646;5.524310375404216;20.756975811402405
0be707615.png;Black-grass;13861;65898;0.9051903118899721;13861;2358.3901858822323;0.21034022276852105;0.08205659483779304;0.45408266568192435;1.4693142972825448;1.03982678734293;2.55469539909482;0.938244510650314;1.4476515802111778;0.6375223314857791;-0.11969988797895623
0c67c3fc3.png;Black-grass;26467;382734;0.9678023463966157;26467;5243.524491747999;0.06915246620368193;0.03419155642827615;-0.2995234750324721;5.865439845118493;26.692444133741468;3.077339622624902;5.701132646004976;15.618758862827104;26.334900078353236;18.063663279263693
0d1a9985f.png;Black-grass;3369;9480;0.9960296464281824;3369;754.8610024378486;0.35537974683544304;0.07551102743410436;-1.190471917111506;3.1678594403894746;9.722198455102875;1.3505734312263495;0.17921253832523742;-0.03568003056266514;-0.35157962459157444;0.08062602954549034
0d28c429b.png;Black-grass;9282;35124;0.9969907222824713;9282;1537.4175310927021;0.26426375128117524;0.04101816253480048;-0.5915998468776461;3.4214691895128344;11.428403647910635;2.5999667450804136;1.1213240628944992;1.805808941564539;2.5072596614734906;0.6362313702189685
0d4f74f4a.png;Black-grass;34366;499120;0.910329607354018;34624;6512.16933215742;0.06885318159961533;0.03161478643966135;-0.4760217655341349;4.170952575161391;8.70820980953125;3.3285329402819057;4.5018836045261725;11.946409152893027;9.458744837288382;-12.687667736749091
0dad57e7f.png;Black-grass;2207;11360;0.9939404035270515;2207;638.8721497261417;0.1942781690140845;0.12430301323570825;0.06116183021875654;4.818608347933291;22.123448735195684;24.05329522986839;26.69994183530241;676.5126167961846;124.30390799935303;12.729073124855972
0e91f92a1.png;Black-grass;16150;88699;0.9984738092312222;16150;3206.7995282794714;0.18207646083946832;0.02431002431002431;-0.6190296719626744;7.191580692716573;51.09168379280453;6.064387713036012;2.4631735442758527;8.853786504982946;11.506756126103078;3.4986379206084233
0fe440ed5.png;Black-grass;15486;216959;0.631316578996599;15486;3918.9587283771557;0.07137754137878585;0.04711258221732755;0.21173678712397043;3.1739810772732953;0.6239882882938335;20.15559561129949;0.1488173249752654;-0.25628105455095035;0.013170277126043135;-0.02736378579616343
1276dffba.png;Black-grass;8721;144324;0.952056782302215;8721;2246.661217800348;0.06042654028436019;0.023831515204512165;0.780084684403513;6.981975937539847;33.488887536515755;245.79629790761174;145.64259082714875;27493.05387961424;839.2513531273655;-1865.3189283294323
129c51855.png;Black-grass;21938;120698;0.9856327546453895;22093;3446.5730855145284;0.18175943263351504;0.06589867980354756;-0.6326291546871119;1.920821217915272;3.2915624495204963;0.31364497949843667;0.14426941868747914;0.029001416304825566;0.20741555174375753;-0.010036098500929316
13a7f553a.png;Black-grass;49590;282830;0.9947745550496602;51415;6206.366337670841;0.175335006894601;0.03595341064392058;0.5202549884707973;3.2591702569684715;10.18839607023135;4.731605915819391;4.489526790476989;20.692044969310864;14.315099166321907;-0.05824784055521337
14719a83e.png;Black-grass;376161;4149055;0.6049450944993497;707524;38393.654885376316;0.0906618495054898;0.06410841546832968;-1.0935176319289768;1.7819176602304034;0.15926229624663465;0.8853773316484166;0.03127600826800334;-0.003043888905646763;-0.012406006620327783;-0.0042215910126936155
1576ce9fd.png;Black-grass;7148;42890;0.9932591950638088;7148;1561.059053971795;0.16665889484728375;0.07090847766997996;1.4583049864047974;5.542348826367122;29.110206553340745;0.5198320658075384;1.732908568783363;1.626332999572574;9.291404173422531;0.24532149599695674
163c13912.png;Black-grass;4951;22125;0.9957188533078589;4951;1123.8559518039654;0.22377401129943503;0.07520315941368573;-0.24541808253324116;4.587939646850445;20.341952861839438;14.37338463485556;9.948981589433352;118.49900619820214;40.35230039446383;-10.606528636530996
163e571a6.png;Black-grass;3919;11995;0.9720359354695194;3919;767.4884194358182;0.3267194664443518;0.08882391604904694;0.8568106754023803;1.806774079634447;2.6176510806103255;1.7504284913070238;0.35575155462029606;0.14503676021468587;0.01295279355962696;0.2403642384848405
16c69a6d8.png;Black-grass;1879;2257;0.9809355840398964;1879;293.2081528017131;0.8325210456357998;0.34407617652444605;0.30902673185768925;0.45971999742283864;0.18169810200416206;0.0004982036182686046;0.00041964486351433734;1.9187766906734252e-07;0.00017106211678669296;5.634068589096001e-10
