filename;class;area;convex_area;eccentricity;filled_area;perimeter;solidity;extent;orientation
0050f38b3.png;Black-grass;1374;2126;0.9989026931795002;1374;406.936074863071;0.6462841015992474;0.18174603174603174;0.17533871547176208
0183fdf68.png;Black-grass;7314;32867;0.9733548901978767;7314;1140.589970519733;0.2225332400279916;0.07475775788053478;-1.1036924153528833
0260cffa8.png;Black-grass;29013;139970;0.9960597160959318;29014;3753.398554046444;0.20728013145674073;0.03960602833974936;-0.7721529617030798
05eedce4d.png;Black-grass;854;1173;0.9974925201427052;854;259.1787155501902;0.7280477408354646;0.1433126363483806;-1.0512336712309802
075d004bc.png;Black-grass;7745;27532;0.9939648981499701;7745;1226.9158723275373;0.2813090222286794;0.07212702551685603;1.2415586723610994
078eae073.png;Black-grass;9163;28392;0.9995565881694707;9163;2286.099638511611;0.3227317554240631;0.04656279854462671;-0.15585365437912904
082314602.png;Black-grass;2330;6222;0.9967648568397177;2330;602.1625176280137;0.37447765991642556;0.06566154713259123;-0.5910569356174733
0ace21089.png;Black-grass;88489;946517;0.926714514331227;89960;12400.861392167317;0.09348907626593078;0.059154513415371125;0.1305524991383785
0b228a6b8.png;Black-grass;13861;65898;0.9051903118899721;13861;2358.3901858822323;0.21034022276852105;0.08205659483779304;0.45408266568192435
0b3e7a7a9.png;Black-grass;3046;7190;0.9983049604383208;3046;770.8843430349617;0.42364394993045895;0.1054125138427464;-1.3404936737932356
0bb75ded8.png;Black-grass;66232;1059086;0.8988104191894749;73519;10665.595051945586;0.06253694223132021;0.03661087403542132;0.09140241273195072
0be707615.png;Black-grass;13861;65898;0.9051903118899721;13861;2358.3901858822323;0.21034022276852105;0.08205659483779304;0.45408266568192435
0c67c3fc3.png;Black-grass;26467;382734;0.9678023463966157;26467;5243.524491747999;0.06915246620368193;0.03419155642827615;-0.2995234750324721
0d1a9985f.png;Black-grass;3369;9480;0.9960296464281824;3369;754.8610024378486;0.35537974683544304;0.07551102743410436;-1.190471917111506
0d28c429b.png;Black-grass;9282;35124;0.9969907222824713;9282;1537.4175310927021;0.26426375128117524;0.04101816253480048;-0.5915998468776461
0d4f74f4a.png;Black-grass;34366;499120;0.910329607354018;34624;6512.16933215742;0.06885318159961533;0.03161478643966135;-0.4760217655341349
0dad57e7f.png;Black-grass;2207;11360;0.9939404035270515;2207;638.8721497261417;0.1942781690140845;0.12430301323570825;0.06116183021875654
0e91f92a1.png;Black-grass;16150;88699;0.9984738092312222;16150;3206.7995282794714;0.18207646083946832;0.02431002431002431;-0.6190296719626744
0fe440ed5.png;Black-grass;15486;216959;0.631316578996599;15486;3918.9587283771557;0.07137754137878585;0.04711258221732755;0.21173678712397043
1276dffba.png;Black-grass;8721;144324;0.952056782302215;8721;2246.661217800348;0.06042654028436019;0.023831515204512165;0.780084684403513
129c51855.png;Black-grass;21938;120698;0.9856327546453895;22093;3446.5730855145284;0.18175943263351504;0.06589867980354756;-0.6326291546871119
13a7f553a.png;Black-grass;49590;282830;0.9947745550496602;51415;6206.366337670841;0.175335006894601;0.03595341064392058;0.5202549884707973
14719a83e.png;Black-grass;376161;4149055;0.6049450944993497;707524;38393.654885376316;0.0906618495054898;0.06410841546832968;-1.0935176319289768
1576ce9fd.png;Black-grass;7148;42890;0.9932591950638088;7148;1561.059053971795;0.16665889484728375;0.07090847766997996;1.4583049864047974
163c13912.png;Black-grass;4951;22125;0.9957188533078589;4951;1123.8559518039654;0.22377401129943503;0.07520315941368573;-0.24541808253324116
163e571a6.png;Black-grass;3919;11995;0.9720359354695194;3919;767.4884194358182;0.3267194664443518;0.08882391604904694;0.8568106754023803
16c69a6d8.png;Black-grass;1879;2257;0.9809355840398964;1879;293.2081528017131;0.8325210456357998;0.34407617652444605;0.30902673185768925
173cec485.png;Black-grass;666;873;0.9958710113179895;666;205.39696961967;0.7628865979381443;0.35425531914893615;-1.4124711107376524
1a125880e.png;Black-grass;54872;883929;0.9136735609954096;57275;7805.653567511133;0.062077384043288546;0.030855394858183945;-0.07285085216625939
1af1eddd3.png;Black-grass;10116;41187;0.9435515999153499;10116;1383.4671708797582;0.24561147935028044;0.14297829036635007;-0.29418439778454747
1d39b8f30.png;Black-grass;12657;65855;0.9678231591586893;12657;1920.7880220536792;0.19219497380608913;0.128648967311758;0.06329020943907115
1e49633e0.png;Black-grass;12799;103505;0.9874811292830761;12799;2119.2571055057415;0.12365586203565045;0.07101639053188774;1.4783204349421837
20b2cbaed.png;Black-grass;11098;46413;0.9780837530490364;11290;1602.8468965567251;0.23911404132462888;0.08897262195855213;1.1742011716227285
20d4fab57.png;Black-grass;10414;111620;0.9680277376676533;10414;2244.258151526268;0.09329869199068268;0.037592953577359034;-0.6134542291618484
2269e0a1e.png;Black-grass;6412;29835;0.9782936282194905;6412;1368.5189027078675;0.21491536785654433;0.13257795054172525;0.008898206408330715
228d8ad5c.png;Black-grass;8813;18978;0.9997483291882342;8813;1825.51507756326;0.46437980819896724;0.024103931623931624;-0.7504301244157978
22be204a3.png;Black-grass;18599;183652;0.8915239280425276;18600;3645.4948750277263;0.10127305991767038;0.06391079497620397;-0.5671886620306702
25daae389.png;Black-grass;9163;28392;0.9995565881694707;9163;2286.099638511611;0.3227317554240631;0.04656279854462671;-0.15585365437912904
260c4eed3.png;Black-grass;603;848;0.9911210331278597;603;171.1543289325507;0.7110849056603774;0.39155844155844155;-0.13489345642894918
26103af9c.png;Black-grass;82585;858433;0.9352816090489275;87839;10521.348586113858;0.09620436306619154;0.0455220441677103;-0.62175991838831
279ac215b.png;Black-grass;2371;6952;0.9973993610406072;2371;610.3929650063131;0.3410529344073648;0.07924465240641711;0.3953578880925495
28a707630.png;Black-grass;5201;10324;0.9998641221157413;5201;1317.644840409422;0.5037776055792329;0.034209678161977994;0.4135230170979634
2aa60045d.png;Black-grass;8242;31706;0.9993427212294086;8408;1733.0367593952085;0.2599507979562228;0.028567269299023958;0.4460499350005431
2ed589264.png;Black-grass;1714;3565;0.9909895199020292;1714;395.0904037956216;0.48078541374474054;0.14088443202367254;-0.5537150095422818
2ee4dad8c.png;Black-grass;887;1473;0.9953548029983663;887;269.58073580374355;0.6021724372029871;0.22587216704863763;0.21352837171749156
2f0ae1b34.png;Black-grass;621;992;0.9943033794492809;621;219.5929291125633;0.626008064516129;0.1260146103896104;0.8506512810428144
2f6bc240a.png;Black-grass;12660;147956;0.7741908440257761;12660;2135.431816442575;0.08556597907486009;0.04792731402612152;-0.3752468324840062
3002e5d9d.png;Black-grass;18413;63742;0.9967254449612939;18413;2988.8401128192872;0.28886762260362087;0.04367451304092069;0.9111381333540632
31958c132.png;Black-grass;7160;33659;0.9608567949552063;7160;1156.097546470558;0.21272170890400785;0.11509773662551441;-1.556037288565073
31f2766cb.png;Black-grass;1714;3565;0.9909895199020292;1714;395.0904037956216;0.48078541374474054;0.14088443202367254;-0.5537150095422818
32d97b170.png;Black-grass;36897;278723;0.9796279023455062;36954;5308.482861187656;0.13237874161802218;0.06202156307046828;-0.3181709828580276
332f68a21.png;Black-grass;21617;220986;0.7998253049667494;21617;3569.519261645366;0.09782067642294082;0.037794865339291835;-1.432464629072351
34a672a63.png;Black-grass;15550;134494;0.9857072875119138;15550;2656.179941039466;0.11561854060404182;0.04556162392761708;0.2072820466759642
355cad34c.png;Black-grass;5551;14105;0.99891366751921;5564;1272.025612106915;0.3935483870967742;0.03638950073421439;-0.6539161059966857
37d85d833.png;Black-grass;6509;11019;0.9976698091930366;6509;913.0752518939715;0.5907069607042381;0.08875586342314824;-0.49276371246464645
